NECTA Code,NECTA Division Code,Combined NECTA Code,NECTA Title,Metropolitan/Micropolitan NECTA,NECTA Division Title,Combined NECTA Title,City or Town Name,FIPS State Code,FIPS County Code,FIPS County Subdivision Code
70450,,715,"Athol, MA",Micropolitan NECTA,,"Boston-Worcester-Providence, MA-RI-NH-CT-ME",Orange town,25,011,51265
70450,,715,"Athol, MA",Micropolitan NECTA,,"Boston-Worcester-Providence, MA-RI-NH-CT-ME",Warwick town,25,011,73265
70450,,715,"Athol, MA",Micropolitan NECTA,,"Boston-Worcester-Providence, MA-RI-NH-CT-ME",Athol town,25,027,02480
70450,,715,"Athol, MA",Micropolitan NECTA,,"Boston-Worcester-Providence, MA-RI-NH-CT-ME",Royalston town,25,027,58580
70600,,710,"Augusta, ME",Micropolitan NECTA,,"Augusta-Waterville, ME",Augusta city,23,011,02100
70600,,710,"Augusta, ME",Micropolitan NECTA,,"Augusta-Waterville, ME",Belgrade town,23,011,04020
70600,,710,"Augusta, ME",Micropolitan NECTA,,"Augusta-Waterville, ME",Chelsea town,23,011,12350
70600,,710,"Augusta, ME",Micropolitan NECTA,,"Augusta-Waterville, ME",China town,23,011,12735
70600,,710,"Augusta, ME",Micropolitan NECTA,,"Augusta-Waterville, ME",Farmingdale town,23,011,24670
70600,,710,"Augusta, ME",Micropolitan NECTA,,"Augusta-Waterville, ME",Gardiner city,23,011,27085
70600,,710,"Augusta, ME",Micropolitan NECTA,,"Augusta-Waterville, ME",Hallowell city,23,011,30550
70600,,710,"Augusta, ME",Micropolitan NECTA,,"Augusta-Waterville, ME",Manchester town,23,011,43080
70600,,710,"Augusta, ME",Micropolitan NECTA,,"Augusta-Waterville, ME",Mount Vernon town,23,011,47770
70600,,710,"Augusta, ME",Micropolitan NECTA,,"Augusta-Waterville, ME",Pittston town,23,011,59110
70600,,710,"Augusta, ME",Micropolitan NECTA,,"Augusta-Waterville, ME",Randolph town,23,011,61700
70600,,710,"Augusta, ME",Micropolitan NECTA,,"Augusta-Waterville, ME",Readfield town,23,011,62190
70600,,710,"Augusta, ME",Micropolitan NECTA,,"Augusta-Waterville, ME",Rome town,23,011,63835
70600,,710,"Augusta, ME",Micropolitan NECTA,,"Augusta-Waterville, ME",Sidney town,23,011,68385
70600,,710,"Augusta, ME",Micropolitan NECTA,,"Augusta-Waterville, ME",Vassalboro town,23,011,78745
70600,,710,"Augusta, ME",Micropolitan NECTA,,"Augusta-Waterville, ME",West Gardiner town,23,011,82945
70600,,710,"Augusta, ME",Micropolitan NECTA,,"Augusta-Waterville, ME",Windsor town,23,011,86165
70600,,710,"Augusta, ME",Micropolitan NECTA,,"Augusta-Waterville, ME",Winthrop town,23,011,86970
70600,,710,"Augusta, ME",Micropolitan NECTA,,"Augusta-Waterville, ME",Somerville town,23,015,69645
70600,,710,"Augusta, ME",Micropolitan NECTA,,"Augusta-Waterville, ME",Whitefield town,23,015,85010
70600,,710,"Augusta, ME",Micropolitan NECTA,,"Augusta-Waterville, ME",Palermo town,23,027,56450
70750,,,"Bangor, ME",Metropolitan NECTA,,,Amherst town,23,009,01185
70750,,,"Bangor, ME",Metropolitan NECTA,,,Aurora town,23,009,02165
70750,,,"Bangor, ME",Metropolitan NECTA,,,Dedham town,23,009,16935
70750,,,"Bangor, ME",Metropolitan NECTA,,,Alton town,23,019,01115
70750,,,"Bangor, ME",Metropolitan NECTA,,,Argyle unorganized territory,23,019,01500
70750,,,"Bangor, ME",Metropolitan NECTA,,,Bangor city,23,019,02795
70750,,,"Bangor, ME",Metropolitan NECTA,,,Bradford town,23,019,06575
70750,,,"Bangor, ME",Metropolitan NECTA,,,Bradley town,23,019,06680
70750,,,"Bangor, ME",Metropolitan NECTA,,,Brewer city,23,019,06925
70750,,,"Bangor, ME",Metropolitan NECTA,,,Burlington town,23,019,09200
70750,,,"Bangor, ME",Metropolitan NECTA,,,Carmel town,23,019,10670
70750,,,"Bangor, ME",Metropolitan NECTA,,,Charleston town,23,019,12105
70750,,,"Bangor, ME",Metropolitan NECTA,,,Clifton town,23,019,13365
70750,,,"Bangor, ME",Metropolitan NECTA,,,Corinna town,23,019,14310
70750,,,"Bangor, ME",Metropolitan NECTA,,,Corinth town,23,019,14380
70750,,,"Bangor, ME",Metropolitan NECTA,,,Dixmont town,23,019,17950
70750,,,"Bangor, ME",Metropolitan NECTA,,,East Central Penobscot unorganized territory,23,019,19868
70750,,,"Bangor, ME",Metropolitan NECTA,,,Eddington town,23,019,22535
70750,,,"Bangor, ME",Metropolitan NECTA,,,Edinburg town,23,019,22710
70750,,,"Bangor, ME",Metropolitan NECTA,,,Enfield town,23,019,23620
70750,,,"Bangor, ME",Metropolitan NECTA,,,Etna town,23,019,23865
70750,,,"Bangor, ME",Metropolitan NECTA,,,Exeter town,23,019,24110
70750,,,"Bangor, ME",Metropolitan NECTA,,,Garland town,23,019,27190
70750,,,"Bangor, ME",Metropolitan NECTA,,,Glenburn town,23,019,27645
70750,,,"Bangor, ME",Metropolitan NECTA,,,Greenbush town,23,019,29185
70750,,,"Bangor, ME",Metropolitan NECTA,,,Hampden town,23,019,30795
70750,,,"Bangor, ME",Metropolitan NECTA,,,Hermon town,23,019,32510
70750,,,"Bangor, ME",Metropolitan NECTA,,,Holden town,23,019,33490
70750,,,"Bangor, ME",Metropolitan NECTA,,,Howland town,23,019,34190
70750,,,"Bangor, ME",Metropolitan NECTA,,,Hudson town,23,019,34365
70750,,,"Bangor, ME",Metropolitan NECTA,,,Kenduskeag town,23,019,36325
70750,,,"Bangor, ME",Metropolitan NECTA,,,Lagrange town,23,019,37760
70750,,,"Bangor, ME",Metropolitan NECTA,,,Levant town,23,019,38705
70750,,,"Bangor, ME",Metropolitan NECTA,,,Maxfield town,23,019,44340
70750,,,"Bangor, ME",Metropolitan NECTA,,,Milford town,23,019,45670
70750,,,"Bangor, ME",Metropolitan NECTA,,,Newburgh town,23,019,48505
70750,,,"Bangor, ME",Metropolitan NECTA,,,Old Town city,23,019,55225
70750,,,"Bangor, ME",Metropolitan NECTA,,,Orono town,23,019,55565
70750,,,"Bangor, ME",Metropolitan NECTA,,,Orrington town,23,019,55680
70750,,,"Bangor, ME",Metropolitan NECTA,,,Passadumkeag town,23,019,57045
70750,,,"Bangor, ME",Metropolitan NECTA,,,Penobscot Indian Island Reservation,23,019,57936
70750,,,"Bangor, ME",Metropolitan NECTA,,,Plymouth town,23,019,59950
70750,,,"Bangor, ME",Metropolitan NECTA,,,Seboeis plantation,23,019,67160
70750,,,"Bangor, ME",Metropolitan NECTA,,,Stetson town,23,019,74055
70750,,,"Bangor, ME",Metropolitan NECTA,,,Veazie town,23,019,78780
70750,,,"Bangor, ME",Metropolitan NECTA,,,Lake View plantation,23,021,37970
70750,,,"Bangor, ME",Metropolitan NECTA,,,Medford town,23,021,44830
70750,,,"Bangor, ME",Metropolitan NECTA,,,Southeast Piscataquis unorganized territory,23,021,70655
70750,,,"Bangor, ME",Metropolitan NECTA,,,Winterport town,23,027,86760
70900,,715,"Barnstable Town, MA",Metropolitan NECTA,,"Boston-Worcester-Providence, MA-RI-NH-CT-ME",Barnstable Town city,25,001,03690
70900,,715,"Barnstable Town, MA",Metropolitan NECTA,,"Boston-Worcester-Providence, MA-RI-NH-CT-ME",Bourne town,25,001,07175
70900,,715,"Barnstable Town, MA",Metropolitan NECTA,,"Boston-Worcester-Providence, MA-RI-NH-CT-ME",Brewster town,25,001,07980
70900,,715,"Barnstable Town, MA",Metropolitan NECTA,,"Boston-Worcester-Providence, MA-RI-NH-CT-ME",Chatham town,25,001,12995
70900,,715,"Barnstable Town, MA",Metropolitan NECTA,,"Boston-Worcester-Providence, MA-RI-NH-CT-ME",Dennis town,25,001,16775
70900,,715,"Barnstable Town, MA",Metropolitan NECTA,,"Boston-Worcester-Providence, MA-RI-NH-CT-ME",Eastham town,25,001,19295
70900,,715,"Barnstable Town, MA",Metropolitan NECTA,,"Boston-Worcester-Providence, MA-RI-NH-CT-ME",Falmouth town,25,001,23105
70900,,715,"Barnstable Town, MA",Metropolitan NECTA,,"Boston-Worcester-Providence, MA-RI-NH-CT-ME",Harwich town,25,001,29020
70900,,715,"Barnstable Town, MA",Metropolitan NECTA,,"Boston-Worcester-Providence, MA-RI-NH-CT-ME",Mashpee town,25,001,39100
70900,,715,"Barnstable Town, MA",Metropolitan NECTA,,"Boston-Worcester-Providence, MA-RI-NH-CT-ME",Orleans town,25,001,51440
70900,,715,"Barnstable Town, MA",Metropolitan NECTA,,"Boston-Worcester-Providence, MA-RI-NH-CT-ME",Provincetown town,25,001,55500
70900,,715,"Barnstable Town, MA",Metropolitan NECTA,,"Boston-Worcester-Providence, MA-RI-NH-CT-ME",Sandwich town,25,001,59735
70900,,715,"Barnstable Town, MA",Metropolitan NECTA,,"Boston-Worcester-Providence, MA-RI-NH-CT-ME",Truro town,25,001,70605
70900,,715,"Barnstable Town, MA",Metropolitan NECTA,,"Boston-Worcester-Providence, MA-RI-NH-CT-ME",Wellfleet town,25,001,74385
70900,,715,"Barnstable Town, MA",Metropolitan NECTA,,"Boston-Worcester-Providence, MA-RI-NH-CT-ME",Yarmouth town,25,001,82525
70900,,715,"Barnstable Town, MA",Metropolitan NECTA,,"Boston-Worcester-Providence, MA-RI-NH-CT-ME",Marion town,25,023,38540
70900,,715,"Barnstable Town, MA",Metropolitan NECTA,,"Boston-Worcester-Providence, MA-RI-NH-CT-ME",Wareham town,25,023,72985
71050,,,"Barre, VT",Micropolitan NECTA,,,Orange town,50,017,53425
71050,,,"Barre, VT",Micropolitan NECTA,,,Washington town,50,017,76750
71050,,,"Barre, VT",Micropolitan NECTA,,,Williamstown town,50,017,84175
71050,,,"Barre, VT",Micropolitan NECTA,,,Barre city,50,023,03175
71050,,,"Barre, VT",Micropolitan NECTA,,,Barre town,50,023,03250
71050,,,"Barre, VT",Micropolitan NECTA,,,Berlin town,50,023,05650
71050,,,"Barre, VT",Micropolitan NECTA,,,Calais town,50,023,11350
71050,,,"Barre, VT",Micropolitan NECTA,,,East Montpelier town,50,023,21925
71050,,,"Barre, VT",Micropolitan NECTA,,,Marshfield town,50,023,43600
71050,,,"Barre, VT",Micropolitan NECTA,,,Middlesex town,50,023,44500
71050,,,"Barre, VT",Micropolitan NECTA,,,Montpelier city,50,023,46000
71050,,,"Barre, VT",Micropolitan NECTA,,,Plainfield town,50,023,55825
71050,,,"Barre, VT",Micropolitan NECTA,,,Woodbury town,50,023,85525
71050,,,"Barre, VT",Micropolitan NECTA,,,Worcester town,50,023,86125
71350,,,"Bennington, VT",Micropolitan NECTA,,,Bennington town,50,003,04825
71350,,,"Bennington, VT",Micropolitan NECTA,,,Pownal town,50,003,57025
71350,,,"Bennington, VT",Micropolitan NECTA,,,Shaftsbury town,50,003,63550
71350,,,"Bennington, VT",Micropolitan NECTA,,,Woodford town,50,003,85675
71500,,,"Berlin, NH",Micropolitan NECTA,,,Berlin city,33,007,05140
71500,,,"Berlin, NH",Micropolitan NECTA,,,Dummer town,33,007,19300
71500,,,"Berlin, NH",Micropolitan NECTA,,,Gorham town,33,007,30260
71500,,,"Berlin, NH",Micropolitan NECTA,,,Milan town,33,007,47860
71500,,,"Berlin, NH",Micropolitan NECTA,,,Randolph town,33,007,63860
71500,,,"Berlin, NH",Micropolitan NECTA,,,Shelburne town,33,007,68980
71650,71634,715,"Boston-Cambridge-Newton, MA-NH",Metropolitan NECTA,"Boston-Cambridge-Newton, MA","Boston-Worcester-Providence, MA-RI-NH-CT-ME",Mansfield town,25,005,38225
71650,71634,715,"Boston-Cambridge-Newton, MA-NH",Metropolitan NECTA,"Boston-Cambridge-Newton, MA","Boston-Worcester-Providence, MA-RI-NH-CT-ME",Andover town,25,009,01465
71650,71634,715,"Boston-Cambridge-Newton, MA-NH",Metropolitan NECTA,"Boston-Cambridge-Newton, MA","Boston-Worcester-Providence, MA-RI-NH-CT-ME",Lynnfield town,25,009,37560
71650,71634,715,"Boston-Cambridge-Newton, MA-NH",Metropolitan NECTA,"Boston-Cambridge-Newton, MA","Boston-Worcester-Providence, MA-RI-NH-CT-ME",Saugus town,25,009,60015
71650,71634,715,"Boston-Cambridge-Newton, MA-NH",Metropolitan NECTA,"Boston-Cambridge-Newton, MA","Boston-Worcester-Providence, MA-RI-NH-CT-ME",Acton town,25,017,00380
71650,71634,715,"Boston-Cambridge-Newton, MA-NH",Metropolitan NECTA,"Boston-Cambridge-Newton, MA","Boston-Worcester-Providence, MA-RI-NH-CT-ME",Arlington town,25,017,01605
71650,71634,715,"Boston-Cambridge-Newton, MA-NH",Metropolitan NECTA,"Boston-Cambridge-Newton, MA","Boston-Worcester-Providence, MA-RI-NH-CT-ME",Ayer town,25,017,03005
71650,71634,715,"Boston-Cambridge-Newton, MA-NH",Metropolitan NECTA,"Boston-Cambridge-Newton, MA","Boston-Worcester-Providence, MA-RI-NH-CT-ME",Bedford town,25,017,04615
71650,71634,715,"Boston-Cambridge-Newton, MA-NH",Metropolitan NECTA,"Boston-Cambridge-Newton, MA","Boston-Worcester-Providence, MA-RI-NH-CT-ME",Belmont town,25,017,05070
71650,71634,715,"Boston-Cambridge-Newton, MA-NH",Metropolitan NECTA,"Boston-Cambridge-Newton, MA","Boston-Worcester-Providence, MA-RI-NH-CT-ME",Boxborough town,25,017,07350
71650,71634,715,"Boston-Cambridge-Newton, MA-NH",Metropolitan NECTA,"Boston-Cambridge-Newton, MA","Boston-Worcester-Providence, MA-RI-NH-CT-ME",Burlington town,25,017,09840
71650,71634,715,"Boston-Cambridge-Newton, MA-NH",Metropolitan NECTA,"Boston-Cambridge-Newton, MA","Boston-Worcester-Providence, MA-RI-NH-CT-ME",Cambridge city,25,017,11000
71650,71634,715,"Boston-Cambridge-Newton, MA-NH",Metropolitan NECTA,"Boston-Cambridge-Newton, MA","Boston-Worcester-Providence, MA-RI-NH-CT-ME",Carlisle town,25,017,11525
71650,71634,715,"Boston-Cambridge-Newton, MA-NH",Metropolitan NECTA,"Boston-Cambridge-Newton, MA","Boston-Worcester-Providence, MA-RI-NH-CT-ME",Concord town,25,017,15060
71650,71634,715,"Boston-Cambridge-Newton, MA-NH",Metropolitan NECTA,"Boston-Cambridge-Newton, MA","Boston-Worcester-Providence, MA-RI-NH-CT-ME",Everett city,25,017,21990
71650,71634,715,"Boston-Cambridge-Newton, MA-NH",Metropolitan NECTA,"Boston-Cambridge-Newton, MA","Boston-Worcester-Providence, MA-RI-NH-CT-ME",Groton town,25,017,27480
71650,71634,715,"Boston-Cambridge-Newton, MA-NH",Metropolitan NECTA,"Boston-Cambridge-Newton, MA","Boston-Worcester-Providence, MA-RI-NH-CT-ME",Lexington town,25,017,35215
71650,71634,715,"Boston-Cambridge-Newton, MA-NH",Metropolitan NECTA,"Boston-Cambridge-Newton, MA","Boston-Worcester-Providence, MA-RI-NH-CT-ME",Lincoln town,25,017,35425
71650,71634,715,"Boston-Cambridge-Newton, MA-NH",Metropolitan NECTA,"Boston-Cambridge-Newton, MA","Boston-Worcester-Providence, MA-RI-NH-CT-ME",Malden city,25,017,37875
71650,71634,715,"Boston-Cambridge-Newton, MA-NH",Metropolitan NECTA,"Boston-Cambridge-Newton, MA","Boston-Worcester-Providence, MA-RI-NH-CT-ME",Maynard town,25,017,39625
71650,71634,715,"Boston-Cambridge-Newton, MA-NH",Metropolitan NECTA,"Boston-Cambridge-Newton, MA","Boston-Worcester-Providence, MA-RI-NH-CT-ME",Medford city,25,017,39835
71650,71634,715,"Boston-Cambridge-Newton, MA-NH",Metropolitan NECTA,"Boston-Cambridge-Newton, MA","Boston-Worcester-Providence, MA-RI-NH-CT-ME",Melrose city,25,017,40115
71650,71634,715,"Boston-Cambridge-Newton, MA-NH",Metropolitan NECTA,"Boston-Cambridge-Newton, MA","Boston-Worcester-Providence, MA-RI-NH-CT-ME",Newton city,25,017,45560
71650,71634,715,"Boston-Cambridge-Newton, MA-NH",Metropolitan NECTA,"Boston-Cambridge-Newton, MA","Boston-Worcester-Providence, MA-RI-NH-CT-ME",North Reading town,25,017,48955
71650,71634,715,"Boston-Cambridge-Newton, MA-NH",Metropolitan NECTA,"Boston-Cambridge-Newton, MA","Boston-Worcester-Providence, MA-RI-NH-CT-ME",Reading town,25,017,56130
71650,71634,715,"Boston-Cambridge-Newton, MA-NH",Metropolitan NECTA,"Boston-Cambridge-Newton, MA","Boston-Worcester-Providence, MA-RI-NH-CT-ME",Sherborn town,25,017,61380
71650,71634,715,"Boston-Cambridge-Newton, MA-NH",Metropolitan NECTA,"Boston-Cambridge-Newton, MA","Boston-Worcester-Providence, MA-RI-NH-CT-ME",Shirley town,25,017,61590
71650,71634,715,"Boston-Cambridge-Newton, MA-NH",Metropolitan NECTA,"Boston-Cambridge-Newton, MA","Boston-Worcester-Providence, MA-RI-NH-CT-ME",Somerville city,25,017,62535
71650,71634,715,"Boston-Cambridge-Newton, MA-NH",Metropolitan NECTA,"Boston-Cambridge-Newton, MA","Boston-Worcester-Providence, MA-RI-NH-CT-ME",Stoneham town,25,017,67665
71650,71634,715,"Boston-Cambridge-Newton, MA-NH",Metropolitan NECTA,"Boston-Cambridge-Newton, MA","Boston-Worcester-Providence, MA-RI-NH-CT-ME",Stow town,25,017,68050
71650,71634,715,"Boston-Cambridge-Newton, MA-NH",Metropolitan NECTA,"Boston-Cambridge-Newton, MA","Boston-Worcester-Providence, MA-RI-NH-CT-ME",Sudbury town,25,017,68260
71650,71634,715,"Boston-Cambridge-Newton, MA-NH",Metropolitan NECTA,"Boston-Cambridge-Newton, MA","Boston-Worcester-Providence, MA-RI-NH-CT-ME",Wakefield town,25,017,72215
71650,71634,715,"Boston-Cambridge-Newton, MA-NH",Metropolitan NECTA,"Boston-Cambridge-Newton, MA","Boston-Worcester-Providence, MA-RI-NH-CT-ME",Waltham city,25,017,72600
71650,71634,715,"Boston-Cambridge-Newton, MA-NH",Metropolitan NECTA,"Boston-Cambridge-Newton, MA","Boston-Worcester-Providence, MA-RI-NH-CT-ME",Watertown Town city,25,017,73440
71650,71634,715,"Boston-Cambridge-Newton, MA-NH",Metropolitan NECTA,"Boston-Cambridge-Newton, MA","Boston-Worcester-Providence, MA-RI-NH-CT-ME",Wayland town,25,017,73790
71650,71634,715,"Boston-Cambridge-Newton, MA-NH",Metropolitan NECTA,"Boston-Cambridge-Newton, MA","Boston-Worcester-Providence, MA-RI-NH-CT-ME",Weston town,25,017,77255
71650,71634,715,"Boston-Cambridge-Newton, MA-NH",Metropolitan NECTA,"Boston-Cambridge-Newton, MA","Boston-Worcester-Providence, MA-RI-NH-CT-ME",Wilmington town,25,017,80230
71650,71634,715,"Boston-Cambridge-Newton, MA-NH",Metropolitan NECTA,"Boston-Cambridge-Newton, MA","Boston-Worcester-Providence, MA-RI-NH-CT-ME",Winchester town,25,017,80510
71650,71634,715,"Boston-Cambridge-Newton, MA-NH",Metropolitan NECTA,"Boston-Cambridge-Newton, MA","Boston-Worcester-Providence, MA-RI-NH-CT-ME",Woburn city,25,017,81035
71650,71634,715,"Boston-Cambridge-Newton, MA-NH",Metropolitan NECTA,"Boston-Cambridge-Newton, MA","Boston-Worcester-Providence, MA-RI-NH-CT-ME",Braintree Town city,25,021,07740
71650,71634,715,"Boston-Cambridge-Newton, MA-NH",Metropolitan NECTA,"Boston-Cambridge-Newton, MA","Boston-Worcester-Providence, MA-RI-NH-CT-ME",Brookline town,25,021,09175
71650,71634,715,"Boston-Cambridge-Newton, MA-NH",Metropolitan NECTA,"Boston-Cambridge-Newton, MA","Boston-Worcester-Providence, MA-RI-NH-CT-ME",Canton town,25,021,11315
71650,71634,715,"Boston-Cambridge-Newton, MA-NH",Metropolitan NECTA,"Boston-Cambridge-Newton, MA","Boston-Worcester-Providence, MA-RI-NH-CT-ME",Cohasset town,25,021,14640
71650,71634,715,"Boston-Cambridge-Newton, MA-NH",Metropolitan NECTA,"Boston-Cambridge-Newton, MA","Boston-Worcester-Providence, MA-RI-NH-CT-ME",Dedham town,25,021,16495
71650,71634,715,"Boston-Cambridge-Newton, MA-NH",Metropolitan NECTA,"Boston-Cambridge-Newton, MA","Boston-Worcester-Providence, MA-RI-NH-CT-ME",Dover town,25,021,17405
71650,71634,715,"Boston-Cambridge-Newton, MA-NH",Metropolitan NECTA,"Boston-Cambridge-Newton, MA","Boston-Worcester-Providence, MA-RI-NH-CT-ME",Foxborough town,25,021,24820
71650,71634,715,"Boston-Cambridge-Newton, MA-NH",Metropolitan NECTA,"Boston-Cambridge-Newton, MA","Boston-Worcester-Providence, MA-RI-NH-CT-ME",Franklin Town city,25,021,25172
71650,71634,715,"Boston-Cambridge-Newton, MA-NH",Metropolitan NECTA,"Boston-Cambridge-Newton, MA","Boston-Worcester-Providence, MA-RI-NH-CT-ME",Holbrook town,25,021,30455
71650,71634,715,"Boston-Cambridge-Newton, MA-NH",Metropolitan NECTA,"Boston-Cambridge-Newton, MA","Boston-Worcester-Providence, MA-RI-NH-CT-ME",Medfield town,25,021,39765
71650,71634,715,"Boston-Cambridge-Newton, MA-NH",Metropolitan NECTA,"Boston-Cambridge-Newton, MA","Boston-Worcester-Providence, MA-RI-NH-CT-ME",Medway town,25,021,39975
71650,71634,715,"Boston-Cambridge-Newton, MA-NH",Metropolitan NECTA,"Boston-Cambridge-Newton, MA","Boston-Worcester-Providence, MA-RI-NH-CT-ME",Millis town,25,021,41515
71650,71634,715,"Boston-Cambridge-Newton, MA-NH",Metropolitan NECTA,"Boston-Cambridge-Newton, MA","Boston-Worcester-Providence, MA-RI-NH-CT-ME",Milton town,25,021,41690
71650,71634,715,"Boston-Cambridge-Newton, MA-NH",Metropolitan NECTA,"Boston-Cambridge-Newton, MA","Boston-Worcester-Providence, MA-RI-NH-CT-ME",Needham town,25,021,44105
71650,71634,715,"Boston-Cambridge-Newton, MA-NH",Metropolitan NECTA,"Boston-Cambridge-Newton, MA","Boston-Worcester-Providence, MA-RI-NH-CT-ME",Norfolk town,25,021,46050
71650,71634,715,"Boston-Cambridge-Newton, MA-NH",Metropolitan NECTA,"Boston-Cambridge-Newton, MA","Boston-Worcester-Providence, MA-RI-NH-CT-ME",Norwood town,25,021,50250
71650,71634,715,"Boston-Cambridge-Newton, MA-NH",Metropolitan NECTA,"Boston-Cambridge-Newton, MA","Boston-Worcester-Providence, MA-RI-NH-CT-ME",Quincy city,25,021,55745
71650,71634,715,"Boston-Cambridge-Newton, MA-NH",Metropolitan NECTA,"Boston-Cambridge-Newton, MA","Boston-Worcester-Providence, MA-RI-NH-CT-ME",Randolph Town city,25,021,56000
71650,71634,715,"Boston-Cambridge-Newton, MA-NH",Metropolitan NECTA,"Boston-Cambridge-Newton, MA","Boston-Worcester-Providence, MA-RI-NH-CT-ME",Sharon town,25,021,60785
71650,71634,715,"Boston-Cambridge-Newton, MA-NH",Metropolitan NECTA,"Boston-Cambridge-Newton, MA","Boston-Worcester-Providence, MA-RI-NH-CT-ME",Stoughton town,25,021,67945
71650,71634,715,"Boston-Cambridge-Newton, MA-NH",Metropolitan NECTA,"Boston-Cambridge-Newton, MA","Boston-Worcester-Providence, MA-RI-NH-CT-ME",Walpole town,25,021,72495
71650,71634,715,"Boston-Cambridge-Newton, MA-NH",Metropolitan NECTA,"Boston-Cambridge-Newton, MA","Boston-Worcester-Providence, MA-RI-NH-CT-ME",Wellesley town,25,021,74175
71650,71634,715,"Boston-Cambridge-Newton, MA-NH",Metropolitan NECTA,"Boston-Cambridge-Newton, MA","Boston-Worcester-Providence, MA-RI-NH-CT-ME",Westwood town,25,021,78690
71650,71634,715,"Boston-Cambridge-Newton, MA-NH",Metropolitan NECTA,"Boston-Cambridge-Newton, MA","Boston-Worcester-Providence, MA-RI-NH-CT-ME",Weymouth Town city,25,021,78972
71650,71634,715,"Boston-Cambridge-Newton, MA-NH",Metropolitan NECTA,"Boston-Cambridge-Newton, MA","Boston-Worcester-Providence, MA-RI-NH-CT-ME",Wrentham town,25,021,82315
71650,71634,715,"Boston-Cambridge-Newton, MA-NH",Metropolitan NECTA,"Boston-Cambridge-Newton, MA","Boston-Worcester-Providence, MA-RI-NH-CT-ME",Hanover town,25,023,28285
71650,71634,715,"Boston-Cambridge-Newton, MA-NH",Metropolitan NECTA,"Boston-Cambridge-Newton, MA","Boston-Worcester-Providence, MA-RI-NH-CT-ME",Hanson town,25,023,28495
71650,71634,715,"Boston-Cambridge-Newton, MA-NH",Metropolitan NECTA,"Boston-Cambridge-Newton, MA","Boston-Worcester-Providence, MA-RI-NH-CT-ME",Hingham town,25,023,30210
71650,71634,715,"Boston-Cambridge-Newton, MA-NH",Metropolitan NECTA,"Boston-Cambridge-Newton, MA","Boston-Worcester-Providence, MA-RI-NH-CT-ME",Hull town,25,023,31645
71650,71634,715,"Boston-Cambridge-Newton, MA-NH",Metropolitan NECTA,"Boston-Cambridge-Newton, MA","Boston-Worcester-Providence, MA-RI-NH-CT-ME",Marshfield town,25,023,38855
71650,71634,715,"Boston-Cambridge-Newton, MA-NH",Metropolitan NECTA,"Boston-Cambridge-Newton, MA","Boston-Worcester-Providence, MA-RI-NH-CT-ME",Norwell town,25,023,50145
71650,71634,715,"Boston-Cambridge-Newton, MA-NH",Metropolitan NECTA,"Boston-Cambridge-Newton, MA","Boston-Worcester-Providence, MA-RI-NH-CT-ME",Rockland town,25,023,57775
71650,71634,715,"Boston-Cambridge-Newton, MA-NH",Metropolitan NECTA,"Boston-Cambridge-Newton, MA","Boston-Worcester-Providence, MA-RI-NH-CT-ME",Scituate town,25,023,60330
71650,71634,715,"Boston-Cambridge-Newton, MA-NH",Metropolitan NECTA,"Boston-Cambridge-Newton, MA","Boston-Worcester-Providence, MA-RI-NH-CT-ME",Whitman town,25,023,79530
71650,71634,715,"Boston-Cambridge-Newton, MA-NH",Metropolitan NECTA,"Boston-Cambridge-Newton, MA","Boston-Worcester-Providence, MA-RI-NH-CT-ME",Boston city,25,025,07000
71650,71634,715,"Boston-Cambridge-Newton, MA-NH",Metropolitan NECTA,"Boston-Cambridge-Newton, MA","Boston-Worcester-Providence, MA-RI-NH-CT-ME",Chelsea city,25,025,13205
71650,71634,715,"Boston-Cambridge-Newton, MA-NH",Metropolitan NECTA,"Boston-Cambridge-Newton, MA","Boston-Worcester-Providence, MA-RI-NH-CT-ME",Revere city,25,025,56585
71650,71634,715,"Boston-Cambridge-Newton, MA-NH",Metropolitan NECTA,"Boston-Cambridge-Newton, MA","Boston-Worcester-Providence, MA-RI-NH-CT-ME",Winthrop Town city,25,025,81005
71650,71634,715,"Boston-Cambridge-Newton, MA-NH",Metropolitan NECTA,"Boston-Cambridge-Newton, MA","Boston-Worcester-Providence, MA-RI-NH-CT-ME",Bolton town,25,027,06365
71650,71634,715,"Boston-Cambridge-Newton, MA-NH",Metropolitan NECTA,"Boston-Cambridge-Newton, MA","Boston-Worcester-Providence, MA-RI-NH-CT-ME",Harvard town,25,027,28950
71650,72104,715,"Boston-Cambridge-Newton, MA-NH",Metropolitan NECTA,"Brockton-Bridgewater Town-Easton, MA","Boston-Worcester-Providence, MA-RI-NH-CT-ME",Easton town,25,005,20100
71650,72104,715,"Boston-Cambridge-Newton, MA-NH",Metropolitan NECTA,"Brockton-Bridgewater Town-Easton, MA","Boston-Worcester-Providence, MA-RI-NH-CT-ME",Avon town,25,021,02935
71650,72104,715,"Boston-Cambridge-Newton, MA-NH",Metropolitan NECTA,"Brockton-Bridgewater Town-Easton, MA","Boston-Worcester-Providence, MA-RI-NH-CT-ME",Abington town,25,023,00170
71650,72104,715,"Boston-Cambridge-Newton, MA-NH",Metropolitan NECTA,"Brockton-Bridgewater Town-Easton, MA","Boston-Worcester-Providence, MA-RI-NH-CT-ME",Bridgewater Town city,25,023,08130
