NECTA Code,NECTA Division Code,Combined NECTA Code,NECTA Title,Metropolitan/Micropolitan NECTA,NECTA Division Title,Combined NECTA Title,City or Town Name,FIPS State Code,FIPS County Code,FIPS County Subdivision Code
78100,,790,"Springfield, MA-CT",Metropolitan NECTA,,"Springfield-Hartford-East Hartford, MA-CT",Middlefield town,25,015,40990
78100,,790,"Springfield, MA-CT",Metropolitan NECTA,,"Springfield-Hartford-East Hartford, MA-CT",Northampton city,25,015,46330
78100,,790,"Springfield, MA-CT",Metropolitan NECTA,,"Springfield-Hartford-East Hartford, MA-CT",Pelham town,25,015,52560
78100,,790,"Springfield, MA-CT",Metropolitan NECTA,,"Springfield-Hartford-East Hartford, MA-CT",Plainfield town,25,015,54030
78100,,790,"Springfield, MA-CT",Metropolitan NECTA,,"Springfield-Hartford-East Hartford, MA-CT",Southampton town,25,015,62745
78100,,790,"Springfield, MA-CT",Metropolitan NECTA,,"Springfield-Hartford-East Hartford, MA-CT",South Hadley town,25,015,64145
78100,,790,"Springfield, MA-CT",Metropolitan NECTA,,"Springfield-Hartford-East Hartford, MA-CT",Ware town,25,015,72880
78100,,790,"Springfield, MA-CT",Metropolitan NECTA,,"Springfield-Hartford-East Hartford, MA-CT",Westhampton town,25,015,76380
78100,,790,"Springfield, MA-CT",Metropolitan NECTA,,"Springfield-Hartford-East Hartford, MA-CT",Williamsburg town,25,015,79915
78100,,790,"Springfield, MA-CT",Metropolitan NECTA,,"Springfield-Hartford-East Hartford, MA-CT",Worthington town,25,015,82175
78400,,790,"Torrington, CT",Micropolitan NECTA,,"Springfield-Hartford-East Hartford, MA-CT",Colebrook town,09,005,16050
78400,,790,"Torrington, CT",Micropolitan NECTA,,"Springfield-Hartford-East Hartford, MA-CT",Harwinton town,09,005,37280
78400,,790,"Torrington, CT",Micropolitan NECTA,,"Springfield-Hartford-East Hartford, MA-CT",Torrington city and town,09,005,76570
78400,,790,"Torrington, CT",Micropolitan NECTA,,"Springfield-Hartford-East Hartford, MA-CT",Winchester town,09,005,86440
78500,,,"Vineyard Haven, MA",Micropolitan NECTA,,,Aquinnah town,25,007,01585
78500,,,"Vineyard Haven, MA",Micropolitan NECTA,,,Chilmark town,25,007,13800
78500,,,"Vineyard Haven, MA",Micropolitan NECTA,,,Edgartown town,25,007,21150
78500,,,"Vineyard Haven, MA",Micropolitan NECTA,,,Oak Bluffs town,25,007,50390
78500,,,"Vineyard Haven, MA",Micropolitan NECTA,,,Tisbury town,25,007,69940
78500,,,"Vineyard Haven, MA",Micropolitan NECTA,,,West Tisbury town,25,007,78235
78700,,720,"Waterbury, CT",Metropolitan NECTA,,"Bridgeport-New Haven-Stamford, CT",Watertown town,09,005,80490
78700,,720,"Waterbury, CT",Metropolitan NECTA,,"Bridgeport-New Haven-Stamford, CT",Beacon Falls town,09,009,03250
78700,,720,"Waterbury, CT",Metropolitan NECTA,,"Bridgeport-New Haven-Stamford, CT",Middlebury town,09,009,46940
78700,,720,"Waterbury, CT",Metropolitan NECTA,,"Bridgeport-New Haven-Stamford, CT",Naugatuck borough and town,09,009,49950
78700,,720,"Waterbury, CT",Metropolitan NECTA,,"Bridgeport-New Haven-Stamford, CT",Prospect town,09,009,62290
78700,,720,"Waterbury, CT",Metropolitan NECTA,,"Bridgeport-New Haven-Stamford, CT",Waterbury city and town,09,009,80070
78700,,720,"Waterbury, CT",Metropolitan NECTA,,"Bridgeport-New Haven-Stamford, CT",Wolcott town,09,009,87560
78850,,710,"Waterville, ME",Micropolitan NECTA,,"Augusta-Waterville, ME",Albion town,23,011,00590
78850,,710,"Waterville, ME",Micropolitan NECTA,,"Augusta-Waterville, ME",Benton town,23,011,04475
78850,,710,"Waterville, ME",Micropolitan NECTA,,"Augusta-Waterville, ME",Oakland town,23,011,54560
78850,,710,"Waterville, ME",Micropolitan NECTA,,"Augusta-Waterville, ME",Waterville city,23,011,80740
78850,,710,"Waterville, ME",Micropolitan NECTA,,"Augusta-Waterville, ME",Winslow town,23,011,86515
78850,,710,"Waterville, ME",Micropolitan NECTA,,"Augusta-Waterville, ME",Fairfield town,23,025,24320
79300,,790,"Willimantic, CT",Micropolitan NECTA,,"Springfield-Hartford-East Hartford, MA-CT",Lebanon town,09,011,42390
79300,,790,"Willimantic, CT",Micropolitan NECTA,,"Springfield-Hartford-East Hartford, MA-CT",Scotland town,09,015,67400
79300,,790,"Willimantic, CT",Micropolitan NECTA,,"Springfield-Hartford-East Hartford, MA-CT",Windham town,09,015,86790
79600,,715,"Worcester, MA-CT",Metropolitan NECTA,,"Boston-Worcester-Providence, MA-RI-NH-CT-ME",Brooklyn town,09,015,09190
79600,,715,"Worcester, MA-CT",Metropolitan NECTA,,"Boston-Worcester-Providence, MA-RI-NH-CT-ME",Eastford town,09,015,21860
79600,,715,"Worcester, MA-CT",Metropolitan NECTA,,"Boston-Worcester-Providence, MA-RI-NH-CT-ME",Killingly town,09,015,40500
79600,,715,"Worcester, MA-CT",Metropolitan NECTA,,"Boston-Worcester-Providence, MA-RI-NH-CT-ME",Plainfield town,09,015,59980
79600,,715,"Worcester, MA-CT",Metropolitan NECTA,,"Boston-Worcester-Providence, MA-RI-NH-CT-ME",Pomfret town,09,015,61030
79600,,715,"Worcester, MA-CT",Metropolitan NECTA,,"Boston-Worcester-Providence, MA-RI-NH-CT-ME",Putnam town,09,015,62710
79600,,715,"Worcester, MA-CT",Metropolitan NECTA,,"Boston-Worcester-Providence, MA-RI-NH-CT-ME",Sterling town,09,015,73420
79600,,715,"Worcester, MA-CT",Metropolitan NECTA,,"Boston-Worcester-Providence, MA-RI-NH-CT-ME",Thompson town,09,015,75870
79600,,715,"Worcester, MA-CT",Metropolitan NECTA,,"Boston-Worcester-Providence, MA-RI-NH-CT-ME",Woodstock town,09,015,88190
79600,,715,"Worcester, MA-CT",Metropolitan NECTA,,"Boston-Worcester-Providence, MA-RI-NH-CT-ME",Brimfield town,25,013,08470
79600,,715,"Worcester, MA-CT",Metropolitan NECTA,,"Boston-Worcester-Providence, MA-RI-NH-CT-ME",Holland town,25,013,30665
79600,,715,"Worcester, MA-CT",Metropolitan NECTA,,"Boston-Worcester-Providence, MA-RI-NH-CT-ME",Auburn town,25,027,02760
79600,,715,"Worcester, MA-CT",Metropolitan NECTA,,"Boston-Worcester-Providence, MA-RI-NH-CT-ME",Barre town,25,027,03740
79600,,715,"Worcester, MA-CT",Metropolitan NECTA,,"Boston-Worcester-Providence, MA-RI-NH-CT-ME",Boylston town,25,027,07525
79600,,715,"Worcester, MA-CT",Metropolitan NECTA,,"Boston-Worcester-Providence, MA-RI-NH-CT-ME",Brookfield town,25,027,09105
79600,,715,"Worcester, MA-CT",Metropolitan NECTA,,"Boston-Worcester-Providence, MA-RI-NH-CT-ME",Charlton town,25,027,12715
79600,,715,"Worcester, MA-CT",Metropolitan NECTA,,"Boston-Worcester-Providence, MA-RI-NH-CT-ME",Clinton town,25,027,14395
79600,,715,"Worcester, MA-CT",Metropolitan NECTA,,"Boston-Worcester-Providence, MA-RI-NH-CT-ME",Douglas town,25,027,17300
79600,,715,"Worcester, MA-CT",Metropolitan NECTA,,"Boston-Worcester-Providence, MA-RI-NH-CT-ME",Dudley town,25,027,17685
79600,,715,"Worcester, MA-CT",Metropolitan NECTA,,"Boston-Worcester-Providence, MA-RI-NH-CT-ME",East Brookfield town,25,027,18560
79600,,715,"Worcester, MA-CT",Metropolitan NECTA,,"Boston-Worcester-Providence, MA-RI-NH-CT-ME",Grafton town,25,027,26430
79600,,715,"Worcester, MA-CT",Metropolitan NECTA,,"Boston-Worcester-Providence, MA-RI-NH-CT-ME",Hardwick town,25,027,28740
79600,,715,"Worcester, MA-CT",Metropolitan NECTA,,"Boston-Worcester-Providence, MA-RI-NH-CT-ME",Holden town,25,027,30560
79600,,715,"Worcester, MA-CT",Metropolitan NECTA,,"Boston-Worcester-Providence, MA-RI-NH-CT-ME",Lancaster town,25,027,34165
79600,,715,"Worcester, MA-CT",Metropolitan NECTA,,"Boston-Worcester-Providence, MA-RI-NH-CT-ME",Leicester town,25,027,34795
79600,,715,"Worcester, MA-CT",Metropolitan NECTA,,"Boston-Worcester-Providence, MA-RI-NH-CT-ME",Millbury town,25,027,41340
79600,,715,"Worcester, MA-CT",Metropolitan NECTA,,"Boston-Worcester-Providence, MA-RI-NH-CT-ME",New Braintree town,25,027,45105
79600,,715,"Worcester, MA-CT",Metropolitan NECTA,,"Boston-Worcester-Providence, MA-RI-NH-CT-ME",Northborough town,25,027,46820
79600,,715,"Worcester, MA-CT",Metropolitan NECTA,,"Boston-Worcester-Providence, MA-RI-NH-CT-ME",Northbridge town,25,027,46925
79600,,715,"Worcester, MA-CT",Metropolitan NECTA,,"Boston-Worcester-Providence, MA-RI-NH-CT-ME",North Brookfield town,25,027,47135
79600,,715,"Worcester, MA-CT",Metropolitan NECTA,,"Boston-Worcester-Providence, MA-RI-NH-CT-ME",Oakham town,25,027,50670
79600,,715,"Worcester, MA-CT",Metropolitan NECTA,,"Boston-Worcester-Providence, MA-RI-NH-CT-ME",Oxford town,25,027,51825
79600,,715,"Worcester, MA-CT",Metropolitan NECTA,,"Boston-Worcester-Providence, MA-RI-NH-CT-ME",Paxton town,25,027,52420
79600,,715,"Worcester, MA-CT",Metropolitan NECTA,,"Boston-Worcester-Providence, MA-RI-NH-CT-ME",Princeton town,25,027,55395
79600,,715,"Worcester, MA-CT",Metropolitan NECTA,,"Boston-Worcester-Providence, MA-RI-NH-CT-ME",Rutland town,25,027,58825
79600,,715,"Worcester, MA-CT",Metropolitan NECTA,,"Boston-Worcester-Providence, MA-RI-NH-CT-ME",Shrewsbury town,25,027,61800
79600,,715,"Worcester, MA-CT",Metropolitan NECTA,,"Boston-Worcester-Providence, MA-RI-NH-CT-ME",Southbridge Town city,25,027,63345
79600,,715,"Worcester, MA-CT",Metropolitan NECTA,,"Boston-Worcester-Providence, MA-RI-NH-CT-ME",Spencer town,25,027,66105
79600,,715,"Worcester, MA-CT",Metropolitan NECTA,,"Boston-Worcester-Providence, MA-RI-NH-CT-ME",Sterling town,25,027,67385
79600,,715,"Worcester, MA-CT",Metropolitan NECTA,,"Boston-Worcester-Providence, MA-RI-NH-CT-ME",Sturbridge town,25,027,68155
79600,,715,"Worcester, MA-CT",Metropolitan NECTA,,"Boston-Worcester-Providence, MA-RI-NH-CT-ME",Sutton town,25,027,68610
79600,,715,"Worcester, MA-CT",Metropolitan NECTA,,"Boston-Worcester-Providence, MA-RI-NH-CT-ME",Upton town,25,027,71480
79600,,715,"Worcester, MA-CT",Metropolitan NECTA,,"Boston-Worcester-Providence, MA-RI-NH-CT-ME",Uxbridge town,25,027,71620
79600,,715,"Worcester, MA-CT",Metropolitan NECTA,,"Boston-Worcester-Providence, MA-RI-NH-CT-ME",Webster town,25,027,73895
79600,,715,"Worcester, MA-CT",Metropolitan NECTA,,"Boston-Worcester-Providence, MA-RI-NH-CT-ME",Westborough town,25,027,75015
79600,,715,"Worcester, MA-CT",Metropolitan NECTA,,"Boston-Worcester-Providence, MA-RI-NH-CT-ME",West Boylston town,25,027,75155
79600,,715,"Worcester, MA-CT",Metropolitan NECTA,,"Boston-Worcester-Providence, MA-RI-NH-CT-ME",West Brookfield town,25,027,75400
79600,,715,"Worcester, MA-CT",Metropolitan NECTA,,"Boston-Worcester-Providence, MA-RI-NH-CT-ME",Worcester city,25,027,82000
